vibration_1,vibration_2,moisture_1,moisture_2
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.1,0.12,0.0,0.0
0.1,0.12,0.0,0.0
0.08,0.23,0.0,0.0
0.08,0.23,0.0,0.0
0.08,0.16,0.0,0.0
0.08,0.16,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.06,0.08,0.0,0.0
0.06,0.08,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.06,0.0,0.0
0.1,0.06,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.07,0.0,0.0
0.09,0.07,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.06,0.08,0.0,0.0
0.06,0.08,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.19,0.0,0.0
0.08,0.19,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.07,0.0,0.0
0.07,0.07,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.12,0.1,0.0,0.0
0.12,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.15,0.0,0.0
0.08,0.15,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.06,0.11,0.0,0.0
0.06,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.1,0.13,0.0,0.0
0.1,0.13,0.0,0.0
0.08,0.16,0.0,0.0
0.08,0.16,0.0,0.0
0.08,0.16,0.0,0.0
0.08,0.16,0.0,0.0
0.09,0.14,0.0,0.0
0.09,0.14,0.0,0.0
0.08,0.15,0.0,0.0
0.08,0.15,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.12,0.0,0.0
0.07,0.12,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.11,0.08,0.0,0.0
0.11,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.11,0.12,0.0,0.0
0.11,0.12,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.11,0.0,0.0
0.1,0.11,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.11,0.09,0.0,0.0
0.11,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.05,0.0,0.0
0.08,0.05,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.06,0.06,0.0,0.0
0.06,0.06,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.11,0.11,0.0,0.0
0.11,0.11,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.13,0.23,0.0,0.0
0.13,0.23,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.14,0.0,0.0
0.09,0.14,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.1,0.11,0.0,0.0
0.1,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.2,0.0,0.0
0.08,0.2,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.11,0.12,0.0,0.0
0.11,0.12,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.07,0.0,0.0
0.09,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.06,0.06,0.0,0.0
0.06,0.06,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.11,0.06,0.0,0.0
0.11,0.06,0.0,0.0
0.07,0.06,0.0,0.0
0.07,0.06,0.0,0.0
0.11,0.09,0.0,0.0
0.11,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.06,0.11,0.0,0.0
0.06,0.11,0.0,0.0
0.08,0.14,0.0,0.0
0.08,0.14,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.1,0.07,0.0,0.0
0.1,0.07,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.11,0.1,0.0,0.0
0.11,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.07,0.0,0.0
0.1,0.07,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.06,0.07,0.0,0.0
0.06,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.11,0.11,0.0,0.0
0.11,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.12,0.0,0.0
0.1,0.12,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.06,0.12,0.0,0.0
0.06,0.12,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.1,0.12,0.0,0.0
0.1,0.12,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.11,0.1,0.0,0.0
0.11,0.1,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.07,0.07,0.0,0.0
0.07,0.07,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.05,0.0,0.0
0.08,0.05,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.1,0.06,0.0,0.0
0.1,0.06,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.14,0.0,0.0
0.1,0.14,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.07,0.0,0.0
0.09,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.09,0.0,0.0
