temperature_1,temperature_2,temperature_3,pressure_1,pressure_2,ultrasonic
25.92,27.42,26.36,685.15,0.07,580.1
25.92,27.42,26.33,685.15,0.08,587.05
25.92,27.42,26.33,685.15,0.08,587.05
26.29,27.42,26.36,685.15,0.08,594.0
26.29,27.42,26.36,685.15,0.08,594.0
25.93,27.42,26.36,685.15,0.08,586.85
25.93,27.42,26.36,685.15,0.08,586.85
25.92,27.42,26.36,685.15,0.07,580.1
25.92,27.42,26.36,685.15,0.07,580.1
25.95,27.42,26.36,685.15,0.07,587.05
25.95,27.42,26.36,685.15,0.07,587.05
26.22,27.42,26.37,685.15,0.09,594.0
26.22,27.42,26.37,685.15,0.09,594.0
25.92,27.42,26.36,685.15,0.08,580.1
25.92,27.42,26.36,685.15,0.08,580.1
25.92,27.42,26.37,685.15,0.11,580.1
25.92,27.42,26.37,685.15,0.11,580.1
26.29,27.42,26.33,685.15,0.11,587.05
26.29,27.42,26.33,685.15,0.11,587.05
26.01,27.42,26.36,685.15,0.09,594.0
26.01,27.42,26.36,685.15,0.09,594.0
25.92,27.38,26.37,685.15,0.09,581.74
25.92,27.38,26.37,685.15,0.09,581.74
25.92,27.52,26.33,685.15,0.08,580.1
25.92,27.52,26.33,685.15,0.08,580.1
25.92,27.42,26.38,685.15,0.08,587.05
25.92,27.42,26.38,685.15,0.08,587.05
26.26,27.42,26.36,685.15,0.08,594.0
26.26,27.42,26.36,685.15,0.08,594.0
26.11,27.42,26.37,685.15,0.08,591.14
26.11,27.42,26.37,685.15,0.08,591.14
25.92,27.38,26.36,685.15,0.07,580.1
25.92,27.38,26.36,685.15,0.07,580.1
25.92,27.52,26.33,685.15,0.08,580.1
25.92,27.52,26.33,685.15,0.08,580.1
26.11,27.42,26.36,685.15,0.08,587.05
26.11,27.42,26.36,685.15,0.08,587.05
26.29,27.42,26.36,685.15,0.08,594.0
26.29,27.42,26.36,685.15,0.08,594.0
25.92,27.42,26.36,685.15,0.08,587.05
25.92,27.42,26.36,685.15,0.08,587.05
25.92,27.38,26.37,685.15,0.11,580.1
25.92,27.38,26.37,685.15,0.11,580.1
25.92,27.49,26.33,685.15,0.11,580.51
25.92,27.49,26.33,685.15,0.11,580.51
26.29,27.42,26.36,685.15,0.08,593.59
26.29,27.42,26.36,685.15,0.08,593.59
26.1,27.42,26.36,685.15,0.08,594.0
26.1,27.42,26.36,685.15,0.08,594.0
25.92,27.42,26.36,685.15,0.08,582.76
25.92,27.42,26.36,685.15,0.08,582.76
25.92,27.38,26.38,685.15,0.12,580.1
25.92,27.38,26.38,685.15,0.12,580.1
25.92,27.49,26.33,685.15,0.11,587.05
25.92,27.49,26.33,685.15,0.11,587.05
26.29,27.42,26.37,685.15,0.09,594.0
26.29,27.42,26.37,685.15,0.09,594.0
25.99,27.42,26.36,685.15,0.07,587.05
25.99,27.42,26.36,685.15,0.07,587.05
25.92,27.42,26.36,685.15,0.09,580.1
25.92,27.42,26.36,685.15,0.09,580.1
25.92,27.38,26.38,685.15,0.08,580.1
25.92,27.38,26.38,685.15,0.08,580.1
26.27,27.49,26.36,685.15,0.11,587.05
26.27,27.49,26.36,685.15,0.11,587.05
26.29,27.42,26.37,685.15,0.11,594.0
26.29,27.42,26.37,685.15,0.11,594.0
25.92,27.42,26.36,685.15,0.07,587.05
25.92,27.42,26.36,685.15,0.07,587.05
25.92,27.49,26.36,685.15,0.08,580.1
25.92,27.49,26.36,685.15,0.08,580.1
25.92,27.42,26.37,685.15,0.08,580.1
25.92,27.42,26.37,685.15,0.08,580.1
25.94,27.42,26.37,685.15,0.09,590.73
25.94,27.42,26.37,685.15,0.09,590.73
26.29,27.42,26.36,685.15,0.08,594.0
26.29,27.42,26.36,685.15,0.08,594.0
26.01,27.38,26.4,685.15,0.08,587.05
26.01,27.38,26.4,685.15,0.08,587.05
25.92,27.49,26.36,685.15,0.07,580.1
25.92,27.49,26.36,685.15,0.07,580.1
25.92,27.42,26.37,685.15,0.08,581.33
25.92,27.42,26.37,685.15,0.08,581.33
26.29,27.42,26.37,685.15,0.07,593.8
26.29,27.42,26.37,685.15,0.07,593.8
26.1,27.42,26.36,685.15,0.08,594.0
26.1,27.42,26.36,685.15,0.08,594.0
25.92,27.38,26.4,685.15,0.08,580.1
25.92,27.38,26.4,685.15,0.08,580.1
25.92,27.49,26.36,685.15,0.08,580.1
25.92,27.49,26.36,685.15,0.08,580.1
26.28,27.38,26.39,685.15,0.08,594.0
26.28,27.38,26.39,685.15,0.08,594.0
25.94,27.42,26.37,685.15,0.08,588.89
25.94,27.42,26.37,685.15,0.08,588.89
25.92,27.42,26.36,685.15,0.08,586.64
25.92,27.42,26.36,685.15,0.08,586.64
25.92,27.38,26.38,685.15,0.08,580.1
25.92,27.38,26.38,685.15,0.08,580.1
25.92,27.42,26.36,685.15,0.07,580.1
25.92,27.42,26.36,685.15,0.07,580.1
26.11,27.49,26.37,685.15,0.11,587.05
26.11,27.49,26.37,685.15,0.11,587.05
26.29,27.42,26.36,685.15,0.09,594.0
26.29,27.42,26.36,685.15,0.09,594.0
26.29,27.38,26.39,685.15,0.11,594.0
26.29,27.38,26.39,685.15,0.11,594.0
26.11,27.42,26.36,685.15,0.09,587.66
26.11,27.42,26.36,685.15,0.09,587.66
25.92,27.49,26.36,685.15,0.08,583.78
25.92,27.49,26.36,685.15,0.08,583.78
25.92,27.38,26.37,685.15,0.09,580.1
25.92,27.38,26.37,685.15,0.09,580.1
25.92,27.38,26.39,685.15,0.08,580.1
25.92,27.38,26.39,685.15,0.08,580.1
26.15,27.38,26.37,685.15,0.08,587.05
26.15,27.38,26.37,685.15,0.08,587.05
26.29,27.42,26.37,685.15,0.08,588.69
26.29,27.42,26.37,685.15,0.08,588.69
26.29,27.49,26.36,685.15,0.09,594.0
26.29,27.49,26.36,685.15,0.09,594.0
26.2,27.42,26.37,685.15,0.11,594.2
26.2,27.42,26.37,685.15,0.11,594.2
26.2,27.38,26.39,685.15,0.11,587.05
26.2,27.38,26.39,685.15,0.11,587.05
25.92,27.38,26.38,685.15,0.07,581.74
25.92,27.38,26.38,685.15,0.07,581.74
25.95,27.42,26.38,685.15,0.08,583.58
25.95,27.42,26.38,685.15,0.08,583.58
25.92,27.49,26.36,685.15,0.09,580.1
25.92,27.49,26.36,685.15,0.09,580.1
25.92,27.49,26.36,685.15,0.09,585.42
25.92,27.49,26.36,685.15,0.09,585.42
25.92,27.38,26.38,685.15,0.11,581.74
25.92,27.38,26.38,685.15,0.11,581.74
25.92,27.42,26.38,685.15,0.08,587.05
25.92,27.42,26.38,685.15,0.08,587.05
26.2,27.38,26.39,685.15,0.08,587.05
26.2,27.38,26.39,685.15,0.08,587.05
26.29,27.38,26.4,685.15,0.08,593.8
26.29,27.38,26.4,685.15,0.08,593.8
26.29,27.38,26.4,685.15,0.08,594.0
26.29,27.38,26.4,685.15,0.08,594.0
26.29,27.38,26.38,685.15,0.08,594.0
26.29,27.38,26.38,685.15,0.08,594.0
26.11,27.38,26.38,685.15,0.09,594.0
26.11,27.38,26.38,685.15,0.09,594.0
26.29,27.42,26.37,685.15,0.11,594.0
26.29,27.42,26.37,685.15,0.11,594.0
26.29,27.38,26.38,685.15,0.12,594.0
26.29,27.38,26.38,685.15,0.12,594.0
26.29,27.42,26.37,685.15,0.11,590.53
26.29,27.42,26.37,685.15,0.11,590.53
26.29,27.38,26.38,685.15,0.09,593.39
26.29,27.38,26.38,685.15,0.09,593.39
26.29,27.42,26.38,685.15,0.08,587.05
26.29,27.42,26.38,685.15,0.08,587.05
26.26,27.42,26.37,685.15,0.08,587.26
26.26,27.42,26.37,685.15,0.08,587.26
26.26,27.42,26.37,685.15,0.08,587.05
26.26,27.42,26.37,685.15,0.08,587.05
26.12,27.42,26.37,685.15,0.08,586.85
26.12,27.42,26.37,685.15,0.08,586.85
25.92,27.49,26.37,685.15,0.08,586.44
25.92,27.49,26.37,685.15,0.08,586.44
25.92,27.49,26.36,685.15,0.08,580.1
25.92,27.49,26.36,685.15,0.08,580.1
25.92,27.42,26.37,685.15,0.09,580.1
25.92,27.42,26.37,685.15,0.09,580.1
25.92,27.38,26.37,685.15,0.09,580.51
25.92,27.38,26.37,685.15,0.09,580.51
25.92,27.38,26.38,685.15,0.12,580.1
25.92,27.38,26.38,685.15,0.12,580.1
26.12,27.42,26.37,685.15,0.09,580.1
26.12,27.42,26.37,685.15,0.09,580.1
25.92,27.38,26.39,685.15,0.07,583.78
25.92,27.38,26.39,685.15,0.07,583.78
25.95,27.38,26.4,685.15,0.08,587.05
25.95,27.38,26.4,685.15,0.08,587.05
25.95,27.38,26.37,685.15,0.07,587.05
25.95,27.38,26.37,685.15,0.07,587.05
26.29,27.38,26.38,685.15,0.08,593.39
26.29,27.38,26.38,685.15,0.08,593.39
26.29,27.42,26.38,685.15,0.08,594.0
26.29,27.42,26.38,685.15,0.08,594.0
26.29,27.42,26.38,685.15,0.08,594.0
26.29,27.42,26.38,685.15,0.08,594.0
26.28,27.49,26.36,685.15,0.07,594.2
26.28,27.49,26.36,685.15,0.07,594.2
26.27,27.42,26.37,685.15,0.08,594.0
26.27,27.42,26.37,685.15,0.08,594.0
25.94,27.38,26.38,685.15,0.07,587.05
25.94,27.38,26.38,685.15,0.07,587.05
25.92,27.38,26.38,685.15,0.07,587.05
25.92,27.38,26.38,685.15,0.07,587.05
25.92,27.34,26.41,685.15,0.08,580.51
25.92,27.34,26.41,685.15,0.08,580.51
25.92,27.38,26.38,685.15,0.08,585.42
25.92,27.38,26.38,685.15,0.08,585.42
25.92,27.42,26.39,685.15,0.08,580.1
25.92,27.42,26.39,685.15,0.08,580.1
25.92,27.49,26.37,685.15,0.08,581.94
25.92,27.49,26.37,685.15,0.08,581.94
25.92,27.42,26.38,685.15,0.08,587.05
25.92,27.42,26.38,685.15,0.08,587.05
25.97,27.42,26.38,685.15,0.09,588.89
25.97,27.42,26.38,685.15,0.09,588.89
26.29,27.38,26.41,685.15,0.12,594.0
26.29,27.38,26.41,685.15,0.12,594.0
26.29,27.38,26.38,685.15,0.07,594.0
26.29,27.38,26.38,685.15,0.07,594.0
26.29,27.42,26.37,685.15,0.09,587.05
26.29,27.42,26.37,685.15,0.09,587.05
25.93,27.38,26.38,685.15,0.08,584.19
25.93,27.38,26.38,685.15,0.08,584.19
25.93,27.38,26.39,685.15,0.09,580.1
25.93,27.38,26.39,685.15,0.09,580.1
26.07,27.38,26.38,685.15,0.11,580.72
26.07,27.38,26.38,685.15,0.11,580.72
26.26,27.42,26.38,685.15,0.09,587.05
26.26,27.42,26.38,685.15,0.09,587.05
26.29,27.38,26.38,685.15,0.09,594.0
26.29,27.38,26.38,685.15,0.09,594.0
26.29,27.38,26.39,685.15,0.08,594.0
26.29,27.38,26.39,685.15,0.08,594.0
26.29,27.38,26.38,685.15,0.08,587.05
26.29,27.38,26.38,685.15,0.08,587.05
26.2,27.42,26.37,685.15,0.08,580.51
26.2,27.42,26.37,685.15,0.08,580.51
25.92,27.38,26.39,685.15,0.08,580.1
25.92,27.38,26.39,685.15,0.08,580.1
25.92,27.38,26.39,685.15,0.07,581.74
25.92,27.38,26.39,685.15,0.07,581.74
26.2,27.38,26.39,685.15,0.07,587.26
26.2,27.38,26.39,685.15,0.07,587.26
26.29,27.38,26.37,685.15,0.08,594.0
26.29,27.38,26.37,685.15,0.08,594.0
26.29,27.38,26.4,685.15,0.07,587.05
26.29,27.38,26.4,685.15,0.07,587.05
25.92,27.42,26.38,685.15,0.08,580.1
25.92,27.42,26.38,685.15,0.08,580.1
25.92,27.42,26.38,685.15,0.07,580.1
25.92,27.42,26.38,685.15,0.07,580.1
26.07,27.38,26.38,685.15,0.08,587.46
26.07,27.38,26.38,685.15,0.08,587.46
26.29,27.49,26.37,685.15,0.08,594.0
26.29,27.49,26.37,685.15,0.08,594.0
26.2,27.38,26.4,685.15,0.08,581.94
26.2,27.38,26.4,685.15,0.08,581.94
26.01,27.42,26.37,685.15,0.08,580.1
26.01,27.42,26.37,685.15,0.08,580.1
26.27,27.42,26.38,685.15,0.09,587.05
26.27,27.42,26.38,685.15,0.09,587.05
26.29,27.42,26.38,685.15,0.08,594.0
26.29,27.42,26.38,685.15,0.08,594.0
26.29,27.38,26.39,685.15,0.11,587.05
26.29,27.38,26.39,685.15,0.11,587.05
26.14,27.42,26.38,685.15,0.09,580.1
26.14,27.42,26.38,685.15,0.09,580.1
25.97,27.38,26.38,685.15,0.11,587.05
25.97,27.38,26.38,685.15,0.11,587.05
26.29,27.42,26.38,685.15,0.11,594.0
26.29,27.42,26.38,685.15,0.11,594.0
26.29,27.38,26.37,685.15,0.11,587.05
26.29,27.38,26.37,685.15,0.11,587.05
25.94,27.42,26.38,685.15,0.11,580.1
25.94,27.42,26.38,685.15,0.11,580.1
25.92,27.42,26.37,685.15,0.11,587.05
25.92,27.42,26.37,685.15,0.11,587.05
26.29,27.38,26.39,685.15,0.08,594.0
26.29,27.38,26.39,685.15,0.08,594.0
26.11,27.49,26.36,685.15,0.08,583.58
26.11,27.49,26.36,685.15,0.08,583.58
26.11,27.38,26.4,685.15,0.08,580.1
26.11,27.38,26.4,685.15,0.08,580.1
25.92,27.49,26.36,685.15,0.07,587.05
25.92,27.49,26.36,685.15,0.07,587.05
26.01,27.42,26.38,685.15,0.08,594.0
26.01,27.42,26.38,685.15,0.08,594.0
25.99,27.42,26.37,685.15,0.08,587.05
25.99,27.42,26.37,685.15,0.08,587.05
25.92,27.42,26.38,685.15,0.09,580.1
25.92,27.42,26.38,685.15,0.09,580.1
25.92,27.42,26.37,685.15,0.07,587.05
25.92,27.42,26.37,685.15,0.07,587.05
26.11,27.42,26.36,685.15,0.08,594.0
26.11,27.42,26.36,685.15,0.08,594.0
25.95,27.38,26.4,685.15,0.07,594.0
25.95,27.38,26.4,685.15,0.07,594.0
25.92,27.49,26.36,685.15,0.07,580.1
25.92,27.49,26.36,685.15,0.07,580.1
25.92,27.42,26.38,685.15,0.08,580.1
25.92,27.42,26.38,685.15,0.08,580.1
26.1,27.42,26.37,685.15,0.07,587.05
26.1,27.42,26.37,685.15,0.07,587.05
26.23,27.42,26.37,685.15,0.08,594.0
26.23,27.42,26.37,685.15,0.08,594.0
25.92,27.38,26.39,685.15,0.08,587.05
25.92,27.38,26.39,685.15,0.08,587.05
25.92,27.42,26.38,685.15,0.09,580.1
25.92,27.42,26.38,685.15,0.09,580.1
25.92,27.38,26.37,685.15,0.07,580.1
25.92,27.38,26.37,685.15,0.07,580.1
26.27,27.38,26.39,685.15,0.07,587.05
26.27,27.38,26.39,685.15,0.07,587.05
26.15,27.49,26.37,685.15,0.08,594.0
26.15,27.49,26.37,685.15,0.08,594.0
26.1,27.42,26.38,685.15,0.08,589.91
26.1,27.42,26.38,685.15,0.08,589.91
25.92,27.38,26.4,685.15,0.08,580.31
25.92,27.38,26.4,685.15,0.08,580.31
26.11,27.42,26.38,685.15,0.07,580.1
26.11,27.42,26.38,685.15,0.07,580.1
25.92,27.42,26.37,685.15,0.09,580.72
25.92,27.42,26.37,685.15,0.09,580.72
26.11,27.42,26.38,685.15,0.08,590.53
26.11,27.42,26.38,685.15,0.08,590.53
26.27,27.42,26.37,685.15,0.07,594.0
26.27,27.42,26.37,685.15,0.07,594.0
25.99,27.49,26.36,685.15,0.07,594.0
25.99,27.49,26.36,685.15,0.07,594.0
25.92,27.38,26.38,685.15,0.07,587.05
25.92,27.38,26.38,685.15,0.07,587.05
25.92,27.38,26.4,685.15,0.08,580.1
25.92,27.38,26.4,685.15,0.08,580.1
25.92,27.42,26.38,685.15,0.08,580.1
25.92,27.42,26.38,685.15,0.08,580.1
25.99,27.49,26.37,685.15,0.09,587.05
25.99,27.49,26.37,685.15,0.09,587.05
26.29,27.42,26.37,685.15,0.11,594.0
26.29,27.42,26.37,685.15,0.11,594.0
26.26,27.38,26.4,685.15,0.08,594.0
26.26,27.38,26.4,685.15,0.08,594.0
26.22,27.42,26.38,685.15,0.07,587.05
26.22,27.42,26.38,685.15,0.07,587.05
26.23,27.52,26.37,685.15,0.09,587.05
26.23,27.52,26.37,685.15,0.09,587.05
25.92,27.42,26.38,685.15,0.09,580.1
25.92,27.42,26.38,685.15,0.09,580.1
25.93,27.42,26.39,685.15,0.12,580.1
25.93,27.42,26.39,685.15,0.12,580.1
26.27,27.42,26.38,685.15,0.11,580.51
26.27,27.42,26.38,685.15,0.11,580.51
26.0,27.42,26.38,685.15,0.08,587.05
26.0,27.42,26.38,685.15,0.08,587.05
26.29,27.49,26.36,685.15,0.08,594.0
26.29,27.49,26.36,685.15,0.08,594.0
26.29,27.42,26.37,685.15,0.08,594.0
26.29,27.42,26.37,685.15,0.08,594.0
26.11,27.38,26.4,685.15,0.08,590.53
26.11,27.38,26.4,685.15,0.08,590.53
25.93,27.42,26.38,685.15,0.08,583.17
25.93,27.42,26.38,685.15,0.08,583.17
25.92,27.52,26.37,685.15,0.09,580.1
25.92,27.52,26.37,685.15,0.09,580.1
25.92,27.42,26.37,685.15,0.08,580.1
25.92,27.42,26.37,685.15,0.08,580.1
26.26,27.38,26.39,685.15,0.09,587.05
26.26,27.38,26.39,685.15,0.09,587.05
26.29,27.49,26.37,685.15,0.07,594.0
26.29,27.49,26.37,685.15,0.07,594.0
26.23,27.42,26.38,685.15,0.08,592.77
26.23,27.42,26.38,685.15,0.08,592.77
26.2,27.38,26.39,685.15,0.08,585.62
26.2,27.38,26.39,685.15,0.08,585.62
25.92,27.49,26.37,685.15,0.07,580.1
25.92,27.49,26.37,685.15,0.07,580.1
25.92,27.42,26.38,685.15,0.08,584.39
25.92,27.42,26.38,685.15,0.08,584.39
26.29,27.42,26.37,685.15,0.08,594.0
26.29,27.42,26.37,685.15,0.08,594.0
25.95,27.49,26.37,685.15,0.08,594.0
25.95,27.49,26.37,685.15,0.08,594.0
26.27,27.42,26.39,685.15,0.08,585.42
26.27,27.42,26.39,685.15,0.08,585.42
25.93,27.42,26.39,685.15,0.09,580.1
25.93,27.42,26.39,685.15,0.09,580.1
25.94,27.42,26.37,685.15,0.08,587.05
25.94,27.42,26.37,685.15,0.08,587.05
26.29,27.38,26.4,685.15,0.08,594.0
26.29,27.38,26.4,685.15,0.08,594.0
26.28,27.49,26.37,685.15,0.08,587.66
26.28,27.49,26.37,685.15,0.08,587.66
25.93,27.42,26.38,685.15,0.08,580.1
25.93,27.42,26.38,685.15,0.08,580.1
25.92,27.49,26.38,685.15,0.08,580.1
25.92,27.49,26.38,685.15,0.08,580.1
26.26,27.42,26.38,685.15,0.08,587.05
26.26,27.42,26.38,685.15,0.08,587.05
26.29,27.38,26.4,685.15,0.07,594.0
26.29,27.38,26.4,685.15,0.07,594.0
25.92,27.49,26.38,685.15,0.08,587.05
25.92,27.49,26.38,685.15,0.08,587.05
25.92,27.42,26.39,685.15,0.09,580.1
25.92,27.42,26.39,685.15,0.09,580.1
25.92,27.42,26.38,685.15,0.07,581.94
25.92,27.42,26.38,685.15,0.07,581.94
26.29,27.49,26.38,685.15,0.08,590.93
26.29,27.49,26.38,685.15,0.08,590.93
26.29,27.42,26.4,685.15,0.07,594.0
26.29,27.42,26.4,685.15,0.07,594.0
26.15,27.42,26.39,685.15,0.08,587.05
26.15,27.42,26.39,685.15,0.08,587.05
25.93,27.42,26.38,685.15,0.08,580.1
25.93,27.42,26.38,685.15,0.08,580.1
25.92,27.38,26.39,685.15,0.08,583.58
25.92,27.38,26.39,685.15,0.08,583.58
26.29,27.52,26.37,685.15,0.08,594.0
26.29,27.52,26.37,685.15,0.08,594.0
26.28,27.42,26.38,685.15,0.08,594.41
26.28,27.42,26.38,685.15,0.08,594.41
25.92,27.42,26.39,685.15,0.08,587.05
25.92,27.42,26.39,685.15,0.08,587.05
25.92,27.49,26.38,685.15,0.08,580.92
25.92,27.49,26.38,685.15,0.08,580.92
25.92,27.42,26.39,685.15,0.11,580.1
25.92,27.42,26.39,685.15,0.11,580.1
25.97,27.38,26.4,685.15,0.11,587.05
25.97,27.38,26.4,685.15,0.11,587.05
26.29,27.49,26.39,685.15,0.09,594.0
26.29,27.49,26.39,685.15,0.09,594.0
26.29,27.49,26.37,685.15,0.08,594.0
26.29,27.49,26.37,685.15,0.08,594.0
26.29,27.42,26.39,685.15,0.08,590.93
26.29,27.42,26.39,685.15,0.08,590.93
25.92,27.38,26.41,685.15,0.08,580.51
25.92,27.38,26.41,685.15,0.08,580.51
25.92,27.49,26.38,685.15,0.09,580.1
25.92,27.49,26.38,685.15,0.09,580.1
25.92,27.52,26.37,685.15,0.11,580.1
25.92,27.52,26.37,685.15,0.11,580.1
25.94,27.42,26.38,685.15,0.08,586.64
25.94,27.42,26.38,685.15,0.08,586.64
26.27,27.42,26.4,685.15,0.08,590.93
26.27,27.42,26.4,685.15,0.08,590.93
26.29,27.42,26.38,685.15,0.07,594.0
26.29,27.42,26.38,685.15,0.07,594.0
26.29,27.49,26.39,685.15,0.08,594.0
26.29,27.49,26.39,685.15,0.08,594.0
25.92,27.42,26.38,685.15,0.07,587.05
25.92,27.42,26.38,685.15,0.07,587.05
25.92,27.42,26.4,685.15,0.09,580.1
25.92,27.42,26.4,685.15,0.09,580.1
25.92,27.42,26.38,685.15,0.07,580.1
25.92,27.42,26.38,685.15,0.07,580.1
25.92,27.49,26.39,685.15,0.09,586.23
25.92,27.49,26.39,685.15,0.09,586.23
26.29,27.42,26.38,685.15,0.07,591.34
26.29,27.42,26.38,685.15,0.07,591.34
26.29,27.42,26.41,685.15,0.08,594.0
26.29,27.42,26.41,685.15,0.08,594.0
25.92,27.42,26.38,685.15,0.09,594.0
25.92,27.42,26.38,685.15,0.09,594.0
25.92,27.52,26.38,685.15,0.08,586.44
25.92,27.52,26.38,685.15,0.08,586.44
25.92,27.42,26.39,685.15,0.08,580.1
25.92,27.42,26.39,685.15,0.08,580.1
25.92,27.38,26.41,685.15,0.08,580.1
25.92,27.38,26.41,685.15,0.08,580.1
25.94,27.42,26.39,685.15,0.08,587.05
25.94,27.42,26.39,685.15,0.08,587.05
26.29,27.49,26.38,685.15,0.07,594.0
26.29,27.49,26.38,685.15,0.07,594.0
26.0,27.42,26.39,685.15,0.09,594.0
26.0,27.42,26.39,685.15,0.09,594.0
25.95,27.42,26.39,685.15,0.09,590.12
25.95,27.42,26.39,685.15,0.09,590.12
25.92,27.42,26.39,685.15,0.09,580.1
25.92,27.42,26.39,685.15,0.09,580.1
25.92,27.49,26.38,685.15,0.11,580.1
25.92,27.49,26.38,685.15,0.11,580.1
25.92,27.42,26.39,685.15,0.11,580.1
25.92,27.42,26.39,685.15,0.11,580.1
26.0,27.38,26.4,685.15,0.07,587.05
26.0,27.38,26.4,685.15,0.07,587.05
26.23,27.42,26.39,685.15,0.08,594.0
26.23,27.42,26.39,685.15,0.08,594.0
26.06,27.52,26.38,685.15,0.08,594.0
26.06,27.52,26.38,685.15,0.08,594.0
25.92,27.42,26.39,685.15,0.07,593.39
25.92,27.42,26.39,685.15,0.07,593.39
25.94,27.42,26.4,685.15,0.09,587.26
25.94,27.42,26.4,685.15,0.09,587.26
25.92,27.38,26.4,685.15,0.08,580.1
25.92,27.38,26.4,685.15,0.08,580.1
25.92,27.42,26.4,685.15,0.09,580.1
25.92,27.42,26.4,685.15,0.09,580.1
25.92,27.49,26.38,685.15,0.08,580.1
25.92,27.49,26.38,685.15,0.08,580.1
25.92,27.49,26.39,685.15,0.08,580.31
25.92,27.49,26.39,685.15,0.08,580.31
26.06,27.42,26.39,685.15,0.07,587.05
26.06,27.42,26.39,685.15,0.07,587.05
26.26,27.42,26.4,685.15,0.07,587.05
26.26,27.42,26.4,685.15,0.07,587.05
26.29,27.38,26.41,685.15,0.08,594.0
26.29,27.38,26.41,685.15,0.08,594.0
26.2,27.38,26.41,685.15,0.08,594.0
26.2,27.38,26.41,685.15,0.08,594.0
26.29,27.42,26.4,685.15,0.09,594.0
26.29,27.42,26.4,685.15,0.09,594.0
26.2,27.42,26.39,685.15,0.08,594.0
26.2,27.42,26.39,685.15,0.08,594.0
25.99,27.42,26.4,685.15,0.08,594.2
25.99,27.42,26.4,685.15,0.08,594.2
25.92,27.42,26.39,685.15,0.08,593.59
25.92,27.42,26.39,685.15,0.08,593.59
25.92,27.49,26.4,685.15,0.12,587.05
25.92,27.49,26.4,685.15,0.12,587.05
26.06,27.42,26.38,685.15,0.09,587.05
26.06,27.42,26.38,685.15,0.09,587.05
25.92,27.42,26.39,685.15,0.11,587.05
25.92,27.42,26.39,685.15,0.11,587.05
25.92,27.42,26.39,685.15,0.11,587.05
25.92,27.42,26.39,685.15,0.11,587.05
25.92,27.42,26.4,685.15,0.11,587.05
25.92,27.42,26.4,685.15,0.11,587.05
25.92,27.42,26.39,685.15,0.09,592.57
25.92,27.42,26.39,685.15,0.09,592.57
25.92,27.38,26.4,685.15,0.11,587.05
25.92,27.38,26.4,685.15,0.11,587.05
25.92,27.38,26.42,685.15,0.11,594.0
25.92,27.38,26.42,685.15,0.11,594.0
26.27,27.42,26.4,685.15,0.07,594.0
26.27,27.42,26.4,685.15,0.07,594.0
26.29,27.42,26.39,685.15,0.08,594.0
26.29,27.42,26.39,685.15,0.08,594.0
26.01,27.49,26.38,685.15,0.08,594.0
26.01,27.49,26.38,685.15,0.08,594.0
25.92,27.42,26.4,685.15,0.12,587.46
25.92,27.42,26.4,685.15,0.12,587.46
25.92,27.38,26.41,685.15,0.11,587.05
25.92,27.38,26.41,685.15,0.11,587.05
25.92,27.42,26.4,685.15,0.12,580.1
25.92,27.42,26.4,685.15,0.12,580.1
25.92,27.49,26.38,685.15,0.11,580.1
25.92,27.49,26.38,685.15,0.11,580.1
25.92,27.42,26.4,685.15,0.11,580.1
25.92,27.42,26.4,685.15,0.11,580.1
26.06,27.38,26.41,685.15,0.09,587.05
26.06,27.38,26.41,685.15,0.09,587.05
25.92,27.42,26.39,685.15,0.08,589.71
25.92,27.42,26.39,685.15,0.08,589.71
26.2,27.52,26.39,685.15,0.08,594.0
26.2,27.52,26.39,685.15,0.08,594.0
26.29,27.42,26.39,685.15,0.11,594.0
26.29,27.42,26.39,685.15,0.11,594.0
25.97,27.38,26.41,685.15,0.11,590.53
25.97,27.38,26.41,685.15,0.11,590.53
25.92,27.49,26.38,685.15,0.07,580.72
25.92,27.49,26.38,685.15,0.07,580.72
25.92,27.42,26.4,685.15,0.08,583.58
25.92,27.42,26.4,685.15,0.08,583.58
25.92,27.38,26.42,685.15,0.09,580.1
25.92,27.38,26.42,685.15,0.09,580.1
25.92,27.42,26.39,685.15,0.11,587.05
25.92,27.42,26.39,685.15,0.11,587.05
26.12,27.42,26.4,685.15,0.09,594.0
26.12,27.42,26.4,685.15,0.09,594.0
26.29,27.38,26.41,685.15,0.11,594.0
26.29,27.38,26.41,685.15,0.11,594.0
26.01,27.42,26.39,685.15,0.11,587.05
26.01,27.42,26.39,685.15,0.11,587.05
25.92,27.42,26.39,685.15,0.09,581.33
25.92,27.42,26.39,685.15,0.09,581.33
25.92,27.38,26.41,685.15,0.08,580.1
25.92,27.38,26.41,685.15,0.08,580.1
25.99,27.42,26.38,685.15,0.07,581.53
25.99,27.42,26.38,685.15,0.07,581.53
25.92,27.42,26.39,685.15,0.11,592.57
25.92,27.42,26.39,685.15,0.11,592.57
26.22,27.38,26.4,685.15,0.09,595.23
26.22,27.38,26.4,685.15,0.09,595.23
26.29,27.49,26.38,685.15,0.09,590.93
26.29,27.49,26.38,685.15,0.09,590.93
25.95,27.42,26.38,685.15,0.09,587.05
25.95,27.42,26.38,685.15,0.09,587.05
25.92,27.38,26.4,685.15,0.11,580.1
25.92,27.38,26.4,685.15,0.11,580.1
25.92,27.49,26.37,685.15,0.11,580.1
25.92,27.49,26.37,685.15,0.11,580.1
